"rules","support","confidence","coverage","lift","count"
"{away} => {house}",0.0106295993458708,0.0828025477707006,0.128372853638594,2.02535031847134,13
"{house} => {one}",0.0106295993458708,0.26,0.0408830744071954,1.65614583333333,13
"{one} => {house}",0.0106295993458708,0.0677083333333333,0.15699100572363,1.65614583333333,13
"{done} => {sun}",0.0122649223221586,0.306122448979592,0.0400654129190515,3.46655328798186,15
"{sun} => {done}",0.0122649223221586,0.138888888888889,0.0883074407195421,3.46655328798186,15
"{morning} => {day}",0.0122649223221586,0.267857142857143,0.0457890433360589,2.0865559599636,15
"{day} => {morning}",0.0122649223221586,0.0955414012738854,0.128372853638594,2.0865559599636,15
"{light} => {like}",0.0106295993458708,0.245283018867925,0.0433360588716271,1.5305159799769,13
"{like} => {light}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.5305159799769,13
"{sky} => {away}",0.0114472608340147,0.28,0.0408830744071954,2.18114649681529,14
"{away} => {sky}",0.0114472608340147,0.089171974522293,0.128372853638594,2.18114649681529,14
"{noon} => {night}",0.0130825838103025,0.290909090909091,0.044971381847915,3.74507177033493,16
"{night} => {noon}",0.0130825838103025,0.168421052631579,0.0776778413736713,3.74507177033493,16
"{noon} => {sun}",0.0130825838103025,0.290909090909091,0.044971381847915,3.29427609427609,16
"{sun} => {noon}",0.0130825838103025,0.148148148148148,0.0883074407195421,3.29427609427609,16
"{noon} => {upon}",0.0106295993458708,0.236363636363636,0.044971381847915,1.45262677021471,13
"{upon} => {noon}",0.0106295993458708,0.0653266331658292,0.162714636140638,1.45262677021471,13
"{nature} => {day}",0.0106295993458708,0.2,0.053147996729354,1.55796178343949,13
"{day} => {nature}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.55796178343949,13
"{though} => {one}",0.0122649223221586,0.283018867924528,0.0433360588716271,1.80277122641509,15
"{one} => {though}",0.0122649223221586,0.078125,0.15699100572363,1.80277122641509,15
"{though} => {like}",0.0106295993458708,0.245283018867925,0.0433360588716271,1.5305159799769,13
"{like} => {though}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.5305159799769,13
"{die} => {day}",0.0106295993458708,0.209677419354839,0.0506950122649223,1.63334703102527,13
"{day} => {die}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.63334703102527,13
"{die} => {one}",0.0122649223221586,0.241935483870968,0.0506950122649223,1.54107862903226,15
"{one} => {die}",0.0122649223221586,0.078125,0.15699100572363,1.54107862903226,15
"{home} => {know}",0.0114472608340147,0.25,0.0457890433360589,2.10862068965517,14
"{know} => {home}",0.0114472608340147,0.096551724137931,0.118560915780867,2.10862068965517,14
"{home} => {upon}",0.0106295993458708,0.232142857142857,0.0457890433360589,1.42668700646088,13
"{upon} => {home}",0.0106295993458708,0.0653266331658292,0.162714636140638,1.42668700646088,13
"{let} => {go}",0.0114472608340147,0.269230769230769,0.0425183973834832,3.10631349782293,14
"{go} => {let}",0.0114472608340147,0.132075471698113,0.0866721177432543,3.10631349782293,14
"{let} => {know}",0.0106295993458708,0.25,0.0425183973834832,2.10862068965517,13
"{know} => {let}",0.0106295993458708,0.0896551724137931,0.118560915780867,2.10862068965517,13
"{let} => {like}",0.0122649223221586,0.288461538461538,0.0425183973834832,1.79994113029827,15
"{like} => {let}",0.0122649223221586,0.076530612244898,0.160261651676206,1.79994113029827,15
"{bee} => {away}",0.0106295993458708,0.206349206349206,0.0515126737530662,1.60742088767566,13
"{away} => {bee}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.60742088767566,13
"{new} => {time}",0.0106295993458708,0.245283018867925,0.0433360588716271,3.1248034591195,13
"{time} => {new}",0.0106295993458708,0.135416666666667,0.0784955028618152,3.1248034591195,13
"{new} => {day}",0.0147179067865904,0.339622641509434,0.0433360588716271,2.64559548131234,18
"{day} => {new}",0.0147179067865904,0.114649681528662,0.128372853638594,2.64559548131234,18
"{new} => {like}",0.0106295993458708,0.245283018867925,0.0433360588716271,1.5305159799769,13
"{like} => {new}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.5305159799769,13
"{men} => {like}",0.0114472608340147,0.212121212121212,0.0539656582174979,1.32359307359307,14
"{like} => {men}",0.0114472608340147,0.0714285714285714,0.160261651676206,1.32359307359307,14
"{men} => {upon}",0.0122649223221586,0.227272727272727,0.053965658217498,1.39675650982184,15
"{upon} => {men}",0.0122649223221586,0.0753768844221105,0.162714636140638,1.39675650982184,15
"{door} => {see}",0.0114472608340147,0.229508196721311,0.0498773507767784,2.67322404371585,14
"{see} => {door}",0.0114472608340147,0.133333333333333,0.0858544562551104,2.67322404371585,14
"{door} => {one}",0.0106295993458708,0.213114754098361,0.0498773507767784,1.35749658469945,13
"{one} => {door}",0.0106295993458708,0.0677083333333333,0.15699100572363,1.35749658469945,13
"{door} => {like}",0.0106295993458708,0.213114754098361,0.0498773507767784,1.32979257276681,13
"{like} => {door}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.32979257276681,13
"{hand} => {one}",0.0114472608340147,0.25,0.0457890433360589,1.59244791666667,14
"{one} => {hand}",0.0114472608340147,0.0729166666666667,0.15699100572363,1.59244791666667,14
"{hand} => {like}",0.0122649223221586,0.267857142857143,0.0457890433360589,1.67137390670554,15
"{like} => {hand}",0.0122649223221586,0.076530612244898,0.160261651676206,1.67137390670554,15
"{feet} => {upon}",0.0155355682747343,0.322033898305085,0.0482420278004906,1.97913295290009,19
"{upon} => {feet}",0.0155355682747343,0.0954773869346734,0.162714636140638,1.97913295290009,19
"{last} => {night}",0.0106295993458708,0.216666666666667,0.0490596892886345,2.78929824561404,13
"{night} => {last}",0.0106295993458708,0.136842105263158,0.0776778413736713,2.78929824561404,13
"{last} => {one}",0.0114472608340147,0.233333333333333,0.0490596892886345,1.48628472222222,14
"{one} => {last}",0.0114472608340147,0.0729166666666667,0.15699100572363,1.48628472222222,14
"{make} => {day}",0.0130825838103025,0.280701754385965,0.0466067048242028,2.18661302938876,16
"{day} => {make}",0.0130825838103025,0.101910828025478,0.128372853638594,2.18661302938876,16
"{make} => {away}",0.0106295993458708,0.228070175438596,0.0466067048242028,1.77662308637837,13
"{away} => {make}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.77662308637837,13
"{make} => {like}",0.0122649223221586,0.263157894736842,0.0466067048242028,1.64205155746509,15
"{like} => {make}",0.0122649223221586,0.076530612244898,0.160261651676206,1.64205155746509,15
"{whose} => {never}",0.0122649223221586,0.25,0.0490596892886345,2.65869565217391,15
"{never} => {whose}",0.0122649223221586,0.130434782608696,0.0940310711365495,2.65869565217391,15
"{whose} => {day}",0.0106295993458708,0.216666666666667,0.0490596892886345,1.68779193205945,13
"{day} => {whose}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.68779193205945,13
"{whose} => {away}",0.0106295993458708,0.216666666666667,0.0490596892886345,1.68779193205945,13
"{away} => {whose}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.68779193205945,13
"{whose} => {upon}",0.0130825838103025,0.266666666666667,0.0490596892886345,1.63886097152429,16
"{upon} => {whose}",0.0130825838103025,0.0804020100502513,0.162714636140638,1.63886097152429,16
"{first} => {life}",0.0114472608340147,0.229508196721311,0.0498773507767784,2.75184828029572,14
"{life} => {first}",0.0114472608340147,0.137254901960784,0.0834014717906787,2.75184828029573,14
"{first} => {away}",0.0106295993458708,0.213114754098361,0.0498773507767784,1.66012321186175,13
"{away} => {first}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.66012321186175,13
"{first} => {upon}",0.0106295993458708,0.213114754098361,0.0498773507767784,1.30974544855425,13
"{upon} => {first}",0.0106295993458708,0.0653266331658292,0.162714636140638,1.30974544855425,13
"{sea} => {yet}",0.0122649223221586,0.194805194805195,0.0629599345870809,2.50786056049214,15
"{yet} => {sea}",0.0122649223221586,0.157894736842105,0.0776778413736713,2.50786056049214,15
"{sea} => {sun}",0.0106295993458708,0.168831168831169,0.0629599345870809,1.91185666185666,13
"{sun} => {sea}",0.0106295993458708,0.12037037037037,0.0883074407195421,1.91185666185666,13
"{sea} => {know}",0.0106295993458708,0.168831168831169,0.0629599345870809,1.42400358262427,13
"{know} => {sea}",0.0106295993458708,0.0896551724137931,0.118560915780867,1.42400358262427,13
"{sea} => {away}",0.0139002452984464,0.220779220779221,0.0629599345870809,1.71982794275788,17
"{away} => {sea}",0.0139002452984464,0.10828025477707,0.128372853638594,1.71982794275788,17
"{sea} => {upon}",0.0155355682747343,0.246753246753247,0.0629599345870809,1.51647849637799,19
"{upon} => {sea}",0.0155355682747343,0.0954773869346734,0.162714636140638,1.51647849637799,19
"{every} => {may}",0.0106295993458708,0.185714285714286,0.0572363041700736,2.70391156462585,13
"{may} => {every}",0.0106295993458708,0.154761904761905,0.0686835650040883,2.70391156462585,13
"{every} => {little}",0.0106295993458708,0.185714285714286,0.0572363041700736,1.64585921325052,13
"{little} => {every}",0.0106295993458708,0.0942028985507246,0.112837285363859,1.64585921325052,13
"{every} => {day}",0.0114472608340147,0.2,0.0572363041700736,1.55796178343949,14
"{day} => {every}",0.0114472608340147,0.089171974522293,0.128372853638594,1.55796178343949,14
"{every} => {one}",0.0122649223221586,0.214285714285714,0.0572363041700736,1.36495535714286,15
"{one} => {every}",0.0122649223221586,0.078125,0.15699100572363,1.36495535714286,15
"{every} => {like}",0.0122649223221586,0.214285714285714,0.0572363041700736,1.33709912536443,15
"{like} => {every}",0.0122649223221586,0.076530612244898,0.160261651676206,1.33709912536443,15
"{every} => {upon}",0.0147179067865904,0.257142857142857,0.0572363041700736,1.58033022254128,18
"{upon} => {every}",0.0147179067865904,0.0904522613065327,0.162714636140638,1.58033022254128,18
"{eye} => {know}",0.0106295993458708,0.203125,0.0523303352412101,1.71325431034483,13
"{know} => {eye}",0.0106295993458708,0.0896551724137931,0.118560915780867,1.71325431034483,13
"{eye} => {one}",0.0147179067865904,0.28125,0.0523303352412101,1.79150390625,18
"{one} => {eye}",0.0147179067865904,0.09375,0.15699100572363,1.79150390625,18
"{eye} => {like}",0.0106295993458708,0.203125,0.0523303352412101,1.26745854591837,13
"{like} => {eye}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.26745854591837,13
"{eye} => {upon}",0.0155355682747343,0.296875,0.0523303352412101,1.82451319095477,19
"{upon} => {eye}",0.0155355682747343,0.0954773869346734,0.162714636140638,1.82451319095477,19
"{take} => {way}",0.0114472608340147,0.225806451612903,0.0506950122649223,3.58651026392962,14
"{way} => {take}",0.0114472608340147,0.181818181818182,0.0629599345870809,3.58651026392962,14
"{take} => {away}",0.0147179067865904,0.290322580645161,0.0506950122649223,2.26155742757345,18
"{away} => {take}",0.0147179067865904,0.114649681528662,0.128372853638594,2.26155742757345,18
"{take} => {like}",0.0106295993458708,0.209677419354839,0.0506950122649223,1.30834430546412,13
"{like} => {take}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.30834430546412,13
"{take} => {upon}",0.0114472608340147,0.225806451612903,0.0506950122649223,1.38774517750041,14
"{upon} => {take}",0.0114472608340147,0.0703517587939698,0.162714636140638,1.38774517750041,14
"{old} => {little}",0.0114472608340147,0.259259259259259,0.0441537203597711,2.29763821792807,14
"{little} => {old}",0.0114472608340147,0.101449275362319,0.112837285363859,2.29763821792807,14
"{old} => {one}",0.0139002452984464,0.314814814814815,0.0441537203597711,2.00530478395062,17
"{one} => {old}",0.0139002452984464,0.0885416666666667,0.15699100572363,2.00530478395062,17
"{old} => {like}",0.0106295993458708,0.240740740740741,0.0441537203597711,1.50217309145881,13
"{like} => {old}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.50217309145881,13
"{old} => {upon}",0.0114472608340147,0.259259259259259,0.0441537203597711,1.59333705564861,14
"{upon} => {old}",0.0114472608340147,0.0703517587939698,0.162714636140638,1.59333705564861,14
"{say} => {way}",0.0114472608340147,0.202898550724638,0.0564186426819297,3.22266139657444,14
"{way} => {say}",0.0114472608340147,0.181818181818182,0.0629599345870809,3.22266139657444,14
"{say} => {know}",0.0139002452984464,0.246376811594203,0.0564186426819297,2.07806096951524,17
"{know} => {say}",0.0139002452984464,0.117241379310345,0.118560915780867,2.07806096951524,17
"{say} => {little}",0.0147179067865904,0.260869565217391,0.0564186426819297,2.31190926275992,18
"{little} => {say}",0.0147179067865904,0.130434782608696,0.112837285363859,2.31190926275992,18
"{say} => {day}",0.0188062142273099,0.333333333333333,0.0564186426819297,2.59660297239915,23
"{day} => {say}",0.0188062142273099,0.146496815286624,0.128372853638594,2.59660297239915,23
"{say} => {away}",0.0130825838103025,0.231884057971014,0.0564186426819297,1.80633250253854,16
"{away} => {say}",0.0130825838103025,0.101910828025478,0.128372853638594,1.80633250253854,16
"{say} => {one}",0.0139002452984464,0.246376811594203,0.0564186426819297,1.56936896135266,17
"{one} => {say}",0.0139002452984464,0.0885416666666667,0.15699100572363,1.56936896135266,17
"{say} => {like}",0.0122649223221586,0.217391304347826,0.0564186426819297,1.35647737355812,15
"{like} => {say}",0.0122649223221586,0.076530612244898,0.160261651676206,1.35647737355812,15
"{shall} => {face}",0.0114472608340147,0.229508196721311,0.0498773507767784,2.8936961297955,14
"{face} => {shall}",0.0114472608340147,0.144329896907216,0.0793131643499591,2.8936961297955,14
"{shall} => {see}",0.0114472608340147,0.229508196721311,0.0498773507767784,2.67322404371585,14
"{see} => {shall}",0.0114472608340147,0.133333333333333,0.0858544562551104,2.67322404371585,14
"{shall} => {away}",0.0106295993458708,0.213114754098361,0.0498773507767784,1.66012321186175,13
"{away} => {shall}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.66012321186175,13
"{still} => {may}",0.0106295993458708,0.194029850746269,0.0547833197056419,2.82498223169865,13
"{may} => {still}",0.0106295993458708,0.154761904761905,0.0686835650040883,2.82498223169865,13
"{still} => {away}",0.0114472608340147,0.208955223880597,0.0547833197056419,1.62772126628006,14
"{away} => {still}",0.0114472608340147,0.089171974522293,0.128372853638594,1.62772126628006,14
"{still} => {one}",0.0130825838103025,0.238805970149254,0.0547833197056419,1.52114427860697,16
"{one} => {still}",0.0130825838103025,0.0833333333333333,0.15699100572363,1.52114427860697,16
"{still} => {like}",0.0106295993458708,0.194029850746269,0.0547833197056419,1.21070667072799,13
"{like} => {still}",0.0106295993458708,0.0663265306122449,0.160261651676206,1.21070667072799,13
"{bird} => {summer}",0.0114472608340147,0.202898550724638,0.0564186426819297,3.18134522482349,14
"{summer} => {bird}",0.0114472608340147,0.179487179487179,0.0637775960752249,3.18134522482349,14
"{bird} => {yet}",0.0106295993458708,0.188405797101449,0.0564186426819297,2.42547673531655,13
"{yet} => {bird}",0.0106295993458708,0.136842105263158,0.0776778413736713,2.42547673531655,13
"{bird} => {sun}",0.0106295993458708,0.188405797101449,0.0564186426819297,2.13352120236178,13
"{sun} => {bird}",0.0106295993458708,0.12037037037037,0.0883074407195421,2.13352120236178,13
"{bird} => {little}",0.0122649223221586,0.217391304347826,0.0564186426819297,1.92659105229994,15
"{little} => {bird}",0.0122649223221586,0.108695652173913,0.112837285363859,1.92659105229994,15
"{bird} => {upon}",0.0122649223221586,0.217391304347826,0.0564186426819297,1.33602796591654,15
"{upon} => {bird}",0.0122649223221586,0.0753768844221105,0.162714636140638,1.33602796591654,15
"{look} => {come}",0.0106295993458708,0.209677419354839,0.0506950122649223,3.33033095936322,13
"{come} => {look}",0.0106295993458708,0.168831168831169,0.0629599345870809,3.33033095936322,13
"{look} => {know}",0.0155355682747343,0.306451612903226,0.0506950122649223,2.58476084538376,19
"{know} => {look}",0.0155355682747343,0.131034482758621,0.118560915780867,2.58476084538376,19
"{look} => {away}",0.0114472608340147,0.225806451612903,0.0506950122649223,1.75898911033491,14
"{away} => {look}",0.0114472608340147,0.089171974522293,0.128372853638594,1.75898911033491,14
"{look} => {like}",0.0155355682747343,0.306451612903226,0.0506950122649223,1.91219552337064,19
"{like} => {look}",0.0155355682747343,0.0969387755102041,0.160261651676206,1.91219552337064,19
"{look} => {upon}",0.0130825838103025,0.258064516129032,0.0506950122649223,1.58599448857189,16
"{upon} => {look}",0.0130825838103025,0.0804020100502513,0.162714636140638,1.58599448857189,16
"{without} => {soul}",0.0106295993458708,0.146067415730337,0.0727718724448078,2.15229457154461,13
"{soul} => {without}",0.0106295993458708,0.156626506024096,0.0678659035159444,2.15229457154461,13
"{without} => {know}",0.0106295993458708,0.146067415730337,0.0727718724448078,1.23200309957381,13
"{know} => {without}",0.0106295993458708,0.0896551724137931,0.118560915780867,1.23200309957381,13
"{without} => {day}",0.0114472608340147,0.157303370786517,0.0727718724448078,1.22536320045803,14
"{day} => {without}",0.0114472608340147,0.089171974522293,0.128372853638594,1.22536320045803,14
"{without} => {away}",0.0106295993458708,0.146067415730337,0.0727718724448078,1.13783725756817,13
"{away} => {without}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.13783725756817,13
"{without} => {like}",0.0122649223221586,0.168539325842697,0.0727718724448079,1.05165099747764,15
"{like} => {without}",0.0122649223221586,0.076530612244898,0.160261651676206,1.05165099747764,15
"{without} => {upon}",0.0196238757154538,0.269662921348315,0.0727718724448079,1.65727513974366,24
"{upon} => {without}",0.0196238757154538,0.120603015075377,0.162714636140638,1.65727513974366,24
"{unto} => {may}",0.0114472608340147,0.189189189189189,0.0605069501226492,2.7545045045045,14
"{may} => {unto}",0.0114472608340147,0.166666666666667,0.0686835650040883,2.7545045045045,14
"{unto} => {night}",0.0106295993458708,0.175675675675676,0.0605069501226492,2.26159317211949,13
"{night} => {unto}",0.0106295993458708,0.136842105263158,0.0776778413736713,2.26159317211949,13
"{unto} => {one}",0.0122649223221586,0.202702702702703,0.0605069501226492,1.29117398648649,15
"{one} => {unto}",0.0122649223221586,0.078125,0.15699100572363,1.29117398648649,15
"{unto} => {upon}",0.017988552739166,0.297297297297297,0.0605069501226492,1.82710851555073,22
"{upon} => {unto}",0.017988552739166,0.110552763819095,0.162714636140638,1.82710851555073,22
"{summer} => {sun}",0.0139002452984464,0.217948717948718,0.0637775960752249,2.46806742640076,17
"{sun} => {summer}",0.0139002452984464,0.157407407407407,0.0883074407195421,2.46806742640076,17
"{summer} => {see}",0.0106295993458708,0.166666666666667,0.0637775960752249,1.94126984126984,13
"{see} => {summer}",0.0106295993458708,0.123809523809524,0.0858544562551104,1.94126984126984,13
"{summer} => {day}",0.0122649223221586,0.192307692307692,0.0637775960752249,1.49804017638413,15
"{day} => {summer}",0.0122649223221586,0.0955414012738854,0.128372853638594,1.49804017638413,15
"{summer} => {like}",0.0147179067865904,0.230769230769231,0.0637775960752248,1.43995290423862,18
"{like} => {summer}",0.0147179067865904,0.0918367346938776,0.160261651676206,1.43995290423862,18
"{summer} => {upon}",0.0122649223221586,0.192307692307692,0.0637775960752249,1.18187089292617,15
"{upon} => {summer}",0.0122649223221586,0.0753768844221105,0.162714636140638,1.18187089292617,15
"{soul} => {go}",0.0106295993458708,0.156626506024096,0.0678659035159444,1.8071152534667,13
"{go} => {soul}",0.0106295993458708,0.122641509433962,0.0866721177432543,1.8071152534667,13
"{soul} => {know}",0.0106295993458708,0.156626506024096,0.0678659035159444,1.32106356460324,13
"{know} => {soul}",0.0106295993458708,0.0896551724137931,0.118560915780867,1.32106356460324,13
"{soul} => {one}",0.0155355682747343,0.228915662650602,0.0678659035159444,1.45814508032128,19
"{one} => {soul}",0.0155355682747343,0.0989583333333333,0.15699100572363,1.45814508032128,19
"{soul} => {like}",0.0122649223221586,0.180722891566265,0.0678659035159444,1.12767396115073,15
"{like} => {soul}",0.0122649223221586,0.076530612244898,0.160261651676206,1.12767396115073,15
"{soul} => {upon}",0.0147179067865904,0.216867469879518,0.0678659035159444,1.33280862142035,18
"{upon} => {soul}",0.0147179067865904,0.0904522613065327,0.162714636140638,1.33280862142035,18
"{must} => {way}",0.0130825838103025,0.183908045977011,0.07113654946852,2.92103298999851,16
"{way} => {must}",0.0130825838103025,0.207792207792208,0.0629599345870809,2.92103298999851,16
"{must} => {tell}",0.0106295993458708,0.149425287356322,0.07113654946852,2.07667189132706,13
"{tell} => {must}",0.0106295993458708,0.147727272727273,0.0719542109566639,2.07667189132706,13
"{must} => {face}",0.0106295993458708,0.149425287356322,0.07113654946852,1.88399099419363,13
"{face} => {must}",0.0106295993458708,0.134020618556701,0.0793131643499591,1.88399099419362,13
"{must} => {life}",0.0106295993458708,0.149425287356322,0.07113654946852,1.79163849447825,13
"{life} => {must}",0.0106295993458708,0.127450980392157,0.0834014717906787,1.79163849447825,13
"{must} => {know}",0.0130825838103025,0.183908045977011,0.07113654946852,1.55116924296472,16
"{know} => {must}",0.0130825838103025,0.110344827586207,0.118560915780867,1.55116924296472,16
"{must} => {little}",0.0139002452984464,0.195402298850575,0.07113654946852,1.73171747459604,17
"{little} => {must}",0.0139002452984464,0.123188405797101,0.112837285363859,1.73171747459604,17
"{must} => {away}",0.0139002452984464,0.195402298850575,0.07113654946852,1.52214657002709,17
"{away} => {must}",0.0139002452984464,0.10828025477707,0.128372853638594,1.52214657002709,17
"{must} => {one}",0.0114472608340147,0.160919540229885,0.07113654946852,1.02502394636015,14
"{one} => {must}",0.0114472608340147,0.0729166666666667,0.15699100572363,1.02502394636015,14
"{must} => {like}",0.0139002452984464,0.195402298850575,0.07113654946852,1.21927046680741,17
"{like} => {must}",0.0139002452984464,0.086734693877551,0.160261651676206,1.21927046680741,17
"{must} => {upon}",0.0122649223221586,0.172413793103448,0.07113654946852,1.05960838676139,15
"{upon} => {must}",0.0122649223221586,0.0753768844221105,0.162714636140638,1.05960838676139,15
"{put} => {life}",0.0114472608340147,0.197183098591549,0.0580539656582175,2.36426401546534,14
"{life} => {put}",0.0114472608340147,0.137254901960784,0.0834014717906787,2.36426401546534,14
"{put} => {little}",0.0130825838103025,0.225352112676056,0.0580539656582175,1.99714227393346,16
"{little} => {put}",0.0130825838103025,0.115942028985507,0.112837285363859,1.99714227393346,16
"{put} => {day}",0.0106295993458708,0.183098591549296,0.0580539656582175,1.426303041177,13
"{day} => {put}",0.0106295993458708,0.0828025477707006,0.128372853638594,1.426303041177,13
"{put} => {away}",0.0212591986917416,0.366197183098592,0.0580539656582175,2.852606082354,26
"{away} => {put}",0.0212591986917416,0.165605095541401,0.128372853638594,2.852606082354,26
"{put} => {one}",0.0139002452984464,0.23943661971831,0.0580539656582175,1.52516138497653,17
"{one} => {put}",0.0139002452984464,0.0885416666666667,0.15699100572363,1.52516138497653,17
"{put} => {like}",0.0122649223221586,0.211267605633803,0.0580539656582175,1.31826674331705,15
"{like} => {put}",0.0122649223221586,0.076530612244898,0.160261651676206,1.31826674331705,15
"{put} => {upon}",0.0114472608340147,0.197183098591549,0.0580539656582175,1.21183381697218,14
"{upon} => {put}",0.0114472608340147,0.0703517587939698,0.162714636140638,1.21183381697218,14
"{god} => {heaven}",0.0122649223221586,0.172413793103448,0.07113654946852,2.36923672994963,15
"{heaven} => {god}",0.0122649223221586,0.168539325842697,0.0727718724448079,2.36923672994963,15
"{god} => {sun}",0.0122649223221586,0.172413793103448,0.07113654946852,1.95242656449553,15
"{sun} => {god}",0.0122649223221586,0.138888888888889,0.0883074407195421,1.95242656449553,15
"{god} => {know}",0.0106295993458708,0.149425287356322,0.07113654946852,1.26032500990884,13
